CaloAX,CaloAY,CaloBX,CaloBY,StartingCalo
0.5,3.5,0.5,3.5,21
1.5,3.5,8.5,1.5,21
3.5,1.5,8.5,2.5,22
0.5,4.5,5.5,5.5,22
1.5,3.5,4.5,2.5,22
0.5,3.5,1.5,4.5,23
4.5,2.5,8.5,4.5,23
0.5,3.5,3.5,4.5,23
2.5,3.5,6.5,5.5,23
0.5,2.5,7.5,0.5,23
0.5,3.5,4.5,2.5,24
1.5,4.5,6.5,1.5,24
1.5,2.5,1.5,3.5,1
1.5,1.5,7.5,4.5,1
0.5,1.5,1.5,1.5,1
4.5,1.5,8.5,0.5,1
1.5,3.5,5.5,3.5,2
8.5,3.5,3.5,4.5,2
1.5,1.5,5.5,2.5,2
6.5,3.5,6.5,3.5,3
0.5,4.5,2.5,5.5,3
1.5,5.5,3.5,4.5,3
5.5,2.5,8.5,4.5,3
2.5,2.5,5.5,3.5,3
0.5,5.5,3.5,5.5,4
3.5,4.5,7.5,3.5,4
0.5,1.5,3.5,5.5,4
0.5,2.5,2.5,3.5,4
0.5,1.5,4.5,0.5,5
0.5,3.5,1.5,1.5,5
2.5,2.5,6.5,4.5,5
0.5,2.5,2.5,1.5,5
2.5,3.5,6.5,5.5,5
1.5,5.5,6.5,5.5,7
2.5,1.5,7.5,2.5,7
0.5,2.5,3.5,1.5,7
1.5,2.5,6.5,3.5,7
0.5,4.5,3.5,2.5,7
0.5,1.5,1.5,0.5,7
0.5,1.5,2.5,0.5,7
0.5,1.5,3.5,0.5,7
0.5,1.5,1.5,2.5,8
0.5,4.5,2.5,2.5,8
1.5,4.5,5.5,5.5,8
2.5,2.5,7.5,5.5,9
0.5,3.5,3.5,3.5,9
0.5,4.5,5.5,4.5,9
1.5,2.5,4.5,4.5,10
1.5,3.5,1.5,5.5,10
2.5,3.5,7.5,1.5,10
0.5,2.5,4.5,3.5,10
3.5,3.5,7.5,5.5,10
0.5,2.5,3.5,4.5,10
1.5,5.5,3.5,5.5,10
1.5,0.5,4.5,2.5,10
0.5,2.5,1.5,3.5,11
2.5,4.5,8.5,4.5,11
4.5,2.5,7.5,3.5,11
1.5,3.5,5.5,1.5,12
0.5,3.5,4.5,3.5,12
0.5,4.5,1.5,3.5,12
2.5,4.5,6.5,2.5,13
1.5,3.5,4.5,3.5,13
0.5,4.5,0.5,5.5,14
7.5,1.5,5.5,0.5,15
1.5,5.5,2.5,4.5,15
5.5,2.5,7.5,2.5,15
0.5,1.5,3.5,0.5,16
3.611543815316562,4.499999999999999,8.5,4.5,18
1.5,3.5,5.5,4.5,20
0.5,3.5,2.5,2.5,20
0.5,3.5,1.5,4.5,20
2.5,2.5,7.5,1.5,21
1.5,4.5,5.5,5.5,21
1.5,3.5,2.5,2.5,21
2.5,2.5,6.5,0.5,22
3.5,2.5,5.5,2.5,23
0.5,3.5,6.5,3.5,24
2.5,3.5,8.5,2.5,1
1.5,3.5,3.5,3.5,1
0.5,2.5,5.5,2.5,1
3.5,3.5,7.9805773739077495,5.5,2
0.5,3.5,2.5,3.5,3
0.5,2.5,4.5,4.5,3
0.5,3.5,1.5,2.5,3
1.5,3.5,1.5,4.5,3
0.5,0.5,5.5,0.5,3
0.5,3.5,1.5,0.5,3
0.5,3.5,2.5,4.5,4
1.5,2.5,1.5,5.5,4
1.5,4.5,3.5,2.5,4
0.5,3.5,4.5,4.5,4
1.5,3.5,7.5,2.5,4
3.5,2.5,7.5,5.5,5
2.5,3.5,8.5,2.5,5
0.5,4.5,0.5,4.5,5
1.5,5.5,4.5,3.5,5
0.5,4.5,2.5,3.5,5
0.5,4.5,1.5,5.5,6
0.5,4.5,2.5,5.5,6
2.5,3.5,5.5,2.5,6
0.5,4.5,2.5,3.5,6
1.5,0.5,5.5,1.5,6
0.5,4.5,0.5,4.5,6
0.5,3.5,6.5,0.5,6
0.5,5.5,2.5,4.5,7
1.5,2.5,4.5,5.5,7
1.5,2.5,1.5,4.5,7
0.5,3.5,3.5,1.5,7
4.5,3.5,7.5,5.5,7
0.5,1.5,3.5,0.5,7
2.5,3.5,7.5,4.5,7
0.5,0.5,4.5,2.5,7
0.5,2.5,4.5,1.5,7
1.5,4.5,4.5,4.5,8
3.5,3.5,5.5,3.5,8
0.5,2.5,4.5,2.5,8
0.5,2.5,2.5,1.5,8
2.5,3.5,6.5,4.5,8
1.5,4.5,4.5,1.5,8
1.5,5.5,3.5,5.5,8
0.5,4.5,0.5,4.5,8
0.5,2.5,1.5,3.5,8
4.5,2.5,6.5,2.5,8
2.5,4.5,6.5,4.5,8
5.5,3.5,8.5,1.5,9
1.5,4.5,8.5,4.5,9
1.5,3.5,6.5,5.5,9
6.5,2.5,5.5,1.5,9
1.5,5.5,4.5,5.5,10
1.5,4.5,4.5,3.5,10
1.5,5.5,3.5,5.5,10
2.5,4.5,6.5,3.5,10
2.5,2.5,7.5,4.5,11
6.5,3.5,6.5,1.5,11
0.5,1.5,4.5,3.5,12
5.5,2.5,6.5,2.5,12
5.5,3.5,8.5,3.5,12
1.5,2.5,5.5,2.5,12
6.5,2.5,4.5,1.5,13
5.5,2.5,8.5,0.5,13
1.5,1.5,8.5,1.0284148238428443,13
4.5,1.5,5.5,1.5,14
3.5,3.5,6.5,1.5,15
2.5,2.5,6.5,3.5,16
0.5,3.5,4.578407969139981,3.0098009961424976,16
1.5,3.5,3.5,3.5,16
6.5,3.5,7.5,2.5,17
0.5,1.5,2.5,2.5,17
0.5,4.5,5.5,5.5,17
0.5,3.5,5.5,2.5,17
7.5,2.5,6.5,1.5,18
0.5,2.5,6.5,2.5,19
2.5,4.5,5.5,2.5,19
0.5,4.5,1.5,2.5,20
0.5,2.5,1.5,0.5,20
0.5,3.5,3.5,0.5,20
3.5,2.5,8.5,0.5,20
1.5,2.5,6.5,3.5,21
0.5,2.5,4.5,2.5,21
0.5,2.5,4.5,2.5,22
4.5,2.5,7.5,0.5,22
0.5,3.5,2.5,5.5,22
0.5,0.5,2.5,0.5,23
4.5,2.5,6.5,5.060191887747692,23
1.5,3.5,3.5,2.5,23
0.5,4.5,7.5,3.5,23
2.5,3.5,8.5,2.5,24
2.5,2.5,7.5,1.5,24
1.5,2.5,4.5,4.5,1
8.5,3.5,8.5,1.5,1
2.5,5.5,8.5,5.5,1
6.5,1.5,4.5,0.5,1
0.5,4.5,6.5,1.5,3
1.5,3.5,2.5,0.5,3
5.5,4.5,8.5,3.5,3
0.5,4.5,2.5,2.5,3
0.5,3.5,2.5,2.5,3
5.5,2.5,8.5,2.5,3
0.5,4.5,5.5,3.5,4
0.5,1.5,2.5,3.5,4
1.5,0.5,8.5,2.5,4
8.5,3.5,6.5,0.5,4
0.5,0.5,2.5,0.5,4
0.5,3.5,2.5,2.5,4
0.5,1.5,4.5,3.5,4
2.5,2.5,6.5,0.5,4
8.5,2.5,6.5,5.5,4
5.5,3.5,7.5,0.5,5
2.5,2.5,7.5,5.5,5
0.5,2.5,2.5,1.5,5
0.5,3.5,1.5,4.5,5
0.5,0.5,2.5,0.5,5
0.5,5.5,4.5,3.5,6
0.5,5.5,2.5,1.5,6
1.5,0.5,4.5,0.5,7
0.5,3.5,1.5,2.5,7
0.5,5.5,2.5,5.5,7
0.5,0.5,3.5,0.5,7
0.5,3.5,2.5,3.5,7
0.5,2.5,1.5,1.5,7
0.5,1.5,0.5,3.5,7
1.5,4.5,5.5,5.5,7
1.5,4.5,4.5,2.5,7
0.5,1.5,2.5,1.5,7
0.5,3.5,3.5,5.5,7
1.5,2.5,6.5,1.5,8
0.5,2.5,2.5,1.5,8
0.5,2.5,2.5,3.5,8
0.5,1.5,1.5,0.5,8
2.5,3.5,3.5,3.5,8
1.5,1.5,7.5,2.5,8
0.5,3.5,1.5,3.5,8
2.5,4.5,8.5,4.5,8
2.5,1.5,5.5,3.5,8
0.5,3.5,5.5,2.5,8
1.5,2.5,4.5,1.5,9
1.5,0.5,6.5,1.5,9
3.5,3.5,4.5,3.5,9
0.5,4.5,3.5,3.5,10
0.5,1.5,3.5,2.5,10
1.5,1.5,3.5,0.5,10
4.5,3.5,8.5,1.5,10
1.5,4.5,4.5,5.5,10
3.5,3.5,7.5,0.5,10
1.5,2.5,3.5,3.5,10
0.5,2.5,1.5,3.5,10
2.5,4.5,4.5,2.5,10
0.5,1.5,0.5,1.5,10
3.5,3.5,8.5,1.5,11
3.5,2.5,8.5,2.5,11
5.5,2.5,7.5,2.5,11
0.5,2.5,4.5,0.5,11
0.5,1.5,3.5,1.5,11
0.5,3.5,1.5,1.5,11
3.5,3.5,7.5,4.5,11
0.5,1.5,3.5,1.5,11
7.5,2.5,6.5,2.5,12
1.5,1.5,1.5,0.5,12
0.5,0.5,3.5,3.5,12
3.5,1.5,8.5,1.5,12
6.5,2.5,5.5,0.5,13
0.5,2.5,2.5,1.5,13
3.5,3.5,7.5,4.5,13
0.5,0.5,3.5,0.5,15
0.5,3.5,2.5,1.5,17
2.5,0.5,8.5,4.5,19
1.5,4.5,6.5,3.5,19
0.5,3.5,3.5,4.5,19
0.5,2.5,8.5,1.5,20
0.5,3.5,0.5,3.5,21
0.5,5.5,4.5,5.5,23
0.5,3.5,3.5,1.5,23
1.5,3.5,6.5,3.5,23
5.5,3.5,8.5,4.5,23
0.5,2.5,4.5,2.5,24
0.5,1.5,8.5,3.5,24
6.5,3.5,6.5,1.5,24
0.5,1.5,4.5,0.5,1
1.5,1.5,4.5,1.5,1
4.5,4.5,8.5,5.5,1
0.5,1.5,3.5,3.5,1
2.5,1.5,4.5,2.5,1
4.5,2.5,7.5,2.5,2
7.5,2.5,4.5,2.5,3
0.5,3.5,2.5,5.5,3
0.5,2.5,3.5,4.5,3
3.5,2.5,8.5,5.5,4
0.5,4.5,3.5,2.5,4
0.5,3.5,4.5,3.5,4
3.5,2.5,8.5,0.5,5
0.5,1.5,4.5,4.5,5
2.5,1.5,3.5,0.5,5
0.5,3.5,1.5,3.5,5
0.5,5.5,3.5,3.5,5
4.5,1.5,2.5,1.5,6
1.5,4.5,5.5,4.5,6
3.5,3.5,8.5,2.5,6
2.5,1.5,2.5,5.5,7
0.5,5.5,2.5,5.5,7
0.5,5.5,3.5,5.5,7
2.5,5.5,4.5,5.5,8
0.5,2.5,2.5,1.5,8
3.5,1.5,4.5,0.5,8
0.5,3.5,1.5,0.5,8
2.5,1.5,5.5,0.5,8
0.5,2.5,0.5,3.5,8
0.5,5.5,5.5,5.5,9
0.5,3.5,3.5,5.5,9
0.5,4.5,2.5,4.5,10
1.5,4.5,6.5,5.5,10
0.5,1.5,3.5,2.5,11
2.5,4.5,4.5,5.5,11
3.5,2.5,5.5,4.5,12
0.5,2.5,4.5,2.5,12
0.5,2.5,1.5,4.5,12
0.5,1.5,7.5,2.5,12
1.5,4.5,4.5,4.5,15
0.5,3.5,3.5,5.5,15
2.5,5.5,7.968283800313327,3.4999999999999996,17
0.5,4.5,0.5,3.5,18
0.5,1.5,4.5,0.5,18
0.5,5.5,3.5,5.5,19
1.5,1.5,5.5,1.5,20
0.5,0.5,1.5,1.5,20
1.5,4.5,8.005909832348905,5.5,20
3.5,2.0097599390417527,8.5,4.5,22
0.5,4.5,3.5,5.5,22
0.5,0.5,5.5,0.5,22
2.5,2.5,7.5,0.5,23
5.5,1.0361599081942376,7.5,5.03728954365393,23
3.5,5.5,8.5,5.5,24
2.5,2.5,4.5,3.5,1
0.5,4.5,1.5,1.5,1
0.5,3.5,1.5,5.5,1
1.5,5.5,1.5,3.5,1
4.5,3.5,7.5,4.5,1
0.5,4.5,8.5,3.5,3
0.5,0.5,5.5,1.5,3
0.5,3.5,4.024996091334953,5.499999999999999,3
1.5,1.5,2.5,2.5,3
0.5,2.5,3.5,4.5,4
8.5,3.5,0.5,3.5,4
1.5,4.5,7.5,3.5,4
2.5,2.5,4.5,2.5,4
0.5,5.5,5.5,5.5,4
1.5,5.5,5.983633735038301,4.5,4
0.5,3.5,2.5,4.5,5
0.5,3.5,4.5,1.5,5
0.5,3.5,2.5,1.5,5
0.5,4.5,1.5,5.5,5
0.5,3.5,2.5,3.5,5
2.5,4.5,7.5,0.5,6
2.5,1.5,8.5,0.5,6
0.5,3.5,3.5,3.5,6
0.5,3.5,2.5,2.5,6
0.5,1.5,2.5,3.5,6
0.5,2.5,2.5,0.5,6
2.5,3.5,5.5,3.5,6
1.5,3.5,6.5,2.5,7
1.5,3.5,1.5,4.5,7
3.5,3.5,6.5,1.5,7
2.5,2.5,7.5,0.5,7
6.5,4.5,6.5,4.5,7
0.5,3.5,2.5,4.5,7
6.5,2.5,7.5,0.5,8
1.5,4.5,3.5,5.5,8
0.5,2.5,1.5,4.5,8
0.5,1.5,0.5,2.5,8
0.5,2.5,3.5,1.5,8
0.5,1.5,3.5,1.5,9
0.5,2.5,4.5,2.5,9
7.5,1.5,7.5,0.5,9
0.5,4.5,4.5,3.5,9
3.5,1.5,7.5,0.5,10
2.5,3.5,6.5,4.5,10
2.5,1.5,3.5,1.5,10
0.5,5.5,2.5,4.5,10
0.5,0.5,1.5,0.5,10
0.5,0.5,1.5,2.5,10
4.5,3.5,8.5,4.5,10
0.5,2.5,2.5,0.5,10
0.5,3.5,5.499999999999999,4.95857194941073,10
0.5,3.5,1.5,3.5,11
1.5,1.5,4.5,0.5,11
0.5,1.5,3.5,2.5,11
1.5,2.5,4.5,3.5,11
2.5,3.5,6.5,4.5,11
0.5,2.5,3.5,3.5,12
1.5,3.5,7.5,4.5,12
3.5,2.5,8.5,4.5,12
6.5,4.5,6.5,4.5,12
3.5,3.5,5.5,5.5,13
3.5,2.5,6.5,2.5,13
0.5,4.5,4.5,4.5,13
0.5,5.5,6.5,5.5,13
0.5,1.5,0.5,3.5,14
0.5,2.5,4.5,3.5,16
0.5,2.5,1.5,0.5,17
0.5,3.5,2.5,5.5,18
0.5,4.5,6.5,3.5,19
1.5,2.5,5.5,1.5,19
0.5,4.5,8.5,5.5,20
0.5,1.5,2.5,0.5,21
0.5,4.5,0.5,4.5,21
2.5,2.5,5.5,2.5,21
2.5,0.5,3.5,3.5,22
0.5,4.5,2.5,2.5,22
2.5,4.5,6.5,4.5,23
1.5,5.5,7.5,5.5,23
3.5,3.5,7.5,2.5,24
0.5,3.5,4.5,0.5,24
0.5,3.5,7.5,3.5,24
0.5,2.5,3.5,0.5,1
0.5,2.5,2.5,3.5,1
2.5,4.5,5.5,4.5,1
4.5,0.5,4.5,4.5,1
4.5,3.5,5.5,2.5,1
3.5,2.5,5.5,1.5,1
0.5,0.5,1.5,0.5,1
3.5,2.5,6.5,0.5,1
1.5,1.5,3.5,0.5,1
2.5,3.5,8.5,3.5,2
4.5,4.5,6.5,5.5,2
0.5,1.5,8.5,0.5,2
2.5,4.5,8.5,4.5,2
0.5,2.5,2.5,3.5,3
1.5,2.5,4.5,0.5,3
3.5,2.5,4.5,1.5,3
1.5,2.5,5.5,1.5,3
2.5,4.5,3.5,1.5,3
0.5,1.5,2.5,3.5,3
3.5,4.5,7.5,5.5,3
1.5,3.5,4.5,2.5,3
2.5,2.5,6.5,2.5,3
2.5,3.5,6.5,2.5,4
0.5,3.5,2.5,3.5,4
0.5,2.5,0.5,0.5,4
1.5,0.5,6.5,1.5,4
0.5,2.5,4.5,0.5,4
2.5,3.5,4.5,2.5,4
6.5,2.5,8.5,5.5,4
6.5,2.5,7.5,4.5,5
2.5,3.5,7.5,3.5,5
0.5,0.5,3.5,5.5,5
0.5,1.5,0.5,2.5,5
4.5,2.5,8.5,3.5,5
0.5,2.5,5.5,2.5,5
0.5,0.5,1.5,0.5,6
3.5,3.5,6.5,1.5,6
2.5,2.5,6.5,1.5,6
6.5,2.5,7.5,4.5,6
0.5,2.5,0.5,5.5,6
0.5,3.5,2.5,1.5,6
8.5,2.5,5.5,0.5,6
0.5,1.5,4.5,2.5,6
0.5,2.5,4.5,2.5,6
0.5,3.5,2.5,2.5,6
2.5,3.5,8.5,2.5,6
0.5,0.5,1.5,1.5,7
0.5,5.5,2.5,4.5,7
0.5,3.5,3.5,0.5,7
4.5,2.5,7.5,2.5,7
0.5,3.5,4.5,3.5,7
0.5,3.5,1.5,2.5,7
3.5,2.5,7.5,0.5,8
1.5,1.5,7.5,2.5,8
2.5,2.5,6.5,2.5,8
0.5,2.5,1.5,2.5,8
0.5,0.5,3.5,0.5,8
0.5,1.5,0.5,0.5,8
3.5,2.5,7.5,3.5,8
1.5,3.5,3.5,4.5,8
0.5,4.5,1.5,5.5,8
7.5,2.5,7.5,0.5,8
0.5,3.5,1.5,4.5,8
3.5,3.5,7.5,3.5,8
1.5,2.5,4.5,2.5,8
1.5,4.5,3.5,3.5,8
0.5,2.5,1.5,0.5,8
1.5,4.5,4.5,4.5,9
4.5,2.5,8.5,0.5,9
3.5,3.5,7.5,1.5,9
0.5,5.5,5.5,5.5,10
1.5,4.5,4.5,4.5,10
0.5,2.5,3.5,0.5,10
1.5,4.5,5.5,5.5,10
2.5,0.5,6.5,1.5,10
1.5,3.5,2.5,3.5,10
0.5,3.5,2.5,4.5,10
0.5,0.5,2.5,2.5,10
0.5,1.5,1.5,2.5,10
1.5,2.5,4.5,1.5,11
1.5,2.5,2.5,4.5,11
4.5,1.5,7.5,0.5,11
0.5,3.5,2.5,4.5,11
6.5,1.5,7.5,3.5,11
2.5,3.5,7.5,4.5,11
2.5,2.5,6.5,3.5,11
0.5,3.5,3.5,4.5,11
1.5,2.5,3.5,5.5,11
1.5,2.5,3.5,5.5,12
1.5,1.5,4.5,1.5,12
2.5,4.5,5.5,5.5,12
1.5,3.5,8.5,5.5,12
3.5,4.5,7.5,4.5,12
0.5,2.5,3.5,2.5,13
0.5,2.5,2.5,0.5,13
7.5,4.5,7.98559378977028,4.5,13
0.5,4.5,4.5,4.5,14
0.5,2.5,0.5,2.5,17
1.5,2.5,1.5,2.5,18
2.5,2.5,8.5,0.5,21
0.5,4.5,0.5,3.5,21
0.5,2.5,2.5,2.5,22
0.5,3.5,3.5,3.5,22
0.5,2.5,2.5,3.5,22
0.5,4.5,2.5,5.5,22
4.5,4.5,8.5,5.5,22
0.5,3.5,3.5,3.5,23
1.5,3.5,5.5,4.948005345842997,23
3.5,3.5,8.5,2.5,23
2.5,5.5,7.5,4.5,23
0.5,3.5,3.5,2.5,23
2.5,0.5,8.5,0.5,24
3.5,3.5,7.5,5.5,24
0.5,3.5,0.5,2.5,24
0.5,3.5,3.5,2.5,24
0.5,0.5,0.5,0.5,24
1.5,3.5,3.5,2.5,24
7.5,4.5,8.5,4.5,24
3.5,2.5,7.5,0.5,24
2.4999999999999996,1.933475537600152,4.5,3.5,1
2.5,4.5,3.5,3.5,1
7.5,2.5,5.5,0.5,1
3.5,2.5,7.5,4.5,1
2.5,1.5,6.5,5.5,1
0.5,1.5,5.5,2.5,2
3.5,3.5,7.5,0.5,2
0.5,4.5,2.5,2.5,3
0.5,2.5,3.5,2.5,3
0.5,2.5,1.5,1.5,3
3.5,3.5,4.5,3.5,3
0.5,3.5,3.5,4.5,4
0.5,3.5,4.5,4.5,4
2.5,2.5,5.5,1.5,4
1.5,1.5,2.5,0.5,4
0.5,3.5,4.5,2.5,4
0.5,1.5,3.5,0.5,4
0.5,4.5,3.5,4.5,5
2.5,0.5,7.5,2.5,5
0.5,2.5,2.5,2.5,5
0.5,1.5,3.5,0.5,5
3.5,3.5,7.5,2.5,6
0.5,4.5,6.5,4.5,6
1.5,5.5,2.5,5.5,6
3.5,4.5,7.5,2.5,6
5.5,2.5,7.5,1.5,6
4.5,2.5,6.5,3.5,6
2.5,2.5,4.5,3.5,6
7.5,2.5,8.5,0.5,7
0.5,2.5,1.5,2.5,7
0.5,3.5,1.5,4.5,7
0.5,4.5,2.5,4.5,7
3.5,4.5,3.5,5.5,7
5.5,2.5,6.5,4.5,8
1.5,2.5,3.5,4.5,8
0.5,3.5,3.5,4.5,8
0.5,1.5,3.5,0.5,8
0.5,3.5,0.5,0.5,8
1.5,4.5,3.5,5.5,8
0.5,2.5,3.5,0.5,8
1.5,4.5,2.5,4.5,8
0.5,4.5,4.5,5.5,9
0.5,3.5,3.5,4.5,9
0.5,3.5,5.5,5.5,9
0.5,2.5,3.5,1.5,9
0.5,0.5,0.5,0.5,9
0.5,4.5,1.5,5.5,10
1.5,1.5,2.5,1.5,10
1.5,0.5,5.5,2.5,10
1.5,3.5,7.5,5.5,10
2.5,3.5,6.5,0.5,11
3.5,2.5,7.5,2.5,11
2.5,1.5,6.5,3.5,11
5.5,2.5,8.5,4.5,11
0.5,4.5,4.5,5.5,11
0.5,1.5,2.5,1.5,12
0.5,2.5,2.5,4.5,12
4.5,5.5,8.5,3.5,12
2.5,1.5,8.5,0.5,13
0.5,2.5,5.5,3.5,16
1.5,2.5,3.5,3.5,16
0.5,2.5,2.5,2.5,16
2.5,2.5,7.5,4.5,17
0.5,4.5,3.5,5.5,18
7.5,3.5,7.5,2.5,19
1.5,4.5,4.5,4.5,19
0.5,3.5,2.5,2.5,21
0.5,3.5,8.5,5.5,21
0.5,1.5,8.5,4.5,22
1.5,4.5,6.5,4.5,22
2.5,2.5,7.5,3.5,22
2.5,3.5,5.5,3.5,22
1.5,5.5,6.5,5.5,22
6.5,4.5,7.998242610940695,5.5,23
1.5,2.5,6.5,0.5,23
5.5,3.5,8.5,2.5,23
1.5,2.5,6.5,2.5,23
0.5,2.5,1.5,3.5,23
5.5,4.5,7.5,3.5,23
0.5,1.5,2.4999999999999996,1.933475537600152,24
2.5,2.5,7.5,2.5,24
8.5,2.5,8.5,4.5,24
0.5,3.5,3.5,3.5,24
2.5,3.5,5.5,5.5,24
3.5,0.5,7.5,0.5,1
2.5,3.5,6.5,4.5,3
0.5,2.5,4.5,2.5,3
1.5,1.5,5.5,3.5,3
0.5,3.5,1.5,1.5,4
0.5,4.5,2.5,4.5,4
7.5,4.5,1.5,1.5,4
2.5,2.5,7.5,0.5,4
4.5,2.5,8.5,1.5,4
2.5,2.5,7.5,2.5,4
0.5,4.5,2.5,2.5,4
1.5,1.5,2.5,0.5,5
2.5,4.5,5.5,3.5,5
1.5,4.5,8.5,2.5,5
0.5,1.5,4.5,1.5,5
5.5,3.5,7.5,5.5,6
1.5,1.5,0.5,2.5,6
2.5,0.5,3.5,0.5,6
0.5,2.5,2.5,0.5,7
0.5,3.5,3.5,1.5,7
0.5,4.5,0.5,3.5,7
2.5,0.5,6.5,1.5,7
0.5,2.5,5.5,1.5,7
0.5,2.5,1.5,0.5,7
0.5,3.5,1.5,2.5,7
0.5,4.5,2.5,4.5,8
3.5,4.5,7.5,5.5,8
1.5,2.5,3.5,1.5,8
2.5,3.5,3.5,1.5,8
2.5,4.5,6.5,5.5,8
1.5,2.5,4.5,0.5,8
2.5,4.5,7.5,3.5,9
0.5,3.5,2.5,5.5,9
0.5,2.5,5.5,3.5,9
1.5,3.5,4.5,3.5,10
1.5,0.5,3.5,0.5,10
1.5,4.5,2.5,2.5,10
3.5,3.5,7.5,4.5,10
2.5,4.5,3.5,4.5,10
3.5,2.5,6.5,5.5,10
1.5,3.5,4.5,1.5,10
5.5,3.5,8.5,3.5,10
2.5,2.5,4.5,2.5,10
2.5,2.5,5.5,1.5,10
1.5,1.5,5.5,1.5,10
4.5,3.5,8.5,2.5,11
3.5,0.5,7.5,3.5,11
2.5,5.5,5.5,5.5,11
0.5,1.5,4.5,2.5,11
0.5,4.5,6.5,3.5,11
0.5,2.5,0.5,3.5,11
0.5,1.5,2.5,1.5,11
8.5,2.5,6.5,1.5,12
4.5,2.5,8.5,2.5,12
6.5,1.5,1.5,1.5,12
0.5,3.5,4.5,3.5,12
1.5,1.5,5.5,2.5,12
2.5,1.5,5.5,1.5,12
0.5,1.5,3.5,1.5,13
1.5,1.5,5.5,3.5,13
0.5,5.5,3.5,2.5,13
5.5,2.5,6.5,0.5,13
0.5,3.5,0.5,5.5,14
0.5,2.5,3.5,1.5,18
0.5,1.5,3.5,0.9673721230211333,18
0.5,3.5,5.5,0.5,19
1.5,5.5,6.5,5.5,20
1.5,2.5,5.5,0.5,21
1.5,1.5,8.5,2.5,23
0.5,1.5,0.5,0.5,23
0.5,2.5,0.5,2.5,23
0.5,4.5,6.5,4.5,1
2.5,3.0497444473726465,3.5,1.5,1
1.5,2.5,0.5,3.5,1
1.5,2.5,7.5,3.5,2
1.5,4.5,5.5,2.5,3
2.5,4.5,5.5,3.5,3
0.5,1.5,2.5,0.5,3
0.5,2.5,0.5,4.5,4
0.5,3.5,2.5,5.5,4
0.5,5.5,2.5,3.5,4
0.5,3.5,2.5,3.5,4
0.5,2.5,0.5,1.5,4
5.5,3.5,6.5,1.5,4
8.5,2.5,5.5,0.5,4
2.5,0.5,6.5,1.5,4
0.5,4.5,4.5,5.5,5
0.5,3.5,2.5,4.5,5
2.5,3.5,4.5,0.5,5
2.5,3.5,8.5,5.5,5
0.5,4.5,2.5,5.5,5
0.5,2.5,0.5,2.5,5
0.5,4.5,5.5,5.5,5
0.5,2.5,1.5,0.5,6
2.5,2.5,5.5,3.5,6
2.5,5.5,5.5,5.5,6
0.5,0.5,1.5,0.5,6
3.5,2.5,5.5,1.5,6
0.5,2.5,3.5,0.5,6
0.5,3.5,1.5,2.5,6
1.5,2.5,5.5,4.5,6
0.5,3.5,3.5,3.5,7
1.5,2.5,4.5,3.5,7
1.5,2.5,3.5,0.5,7
3.5,3.5,7.5,2.5,7
3.5,3.5,6.5,4.5,8
0.5,3.5,2.5,1.5,8
1.5,3.5,2.5,2.5,8
0.5,3.5,3.5,5.5,8
0.5,2.5,1.5,3.5,8
0.5,3.5,5.5,3.5,8
3.5,0.5,7.5,0.5,8
0.5,3.5,1.5,0.5,8
7.5,2.5,5.5,1.5,8
0.5,2.5,4.5,3.5,9
2.5,2.5,8.5,4.5,9
0.5,3.5,5.5,5.5,9
0.5,5.5,6.5,5.5,9
5.5,3.5,7.5,4.5,9
4.5,3.5,6.5,2.5,10
0.5,0.5,0.5,0.5,10
2.5,3.5,5.5,1.5,10
1.5,1.5,4.5,0.5,11
0.5,3.5,3.5,4.5,11
3.5,2.5,7.5,2.5,11
4.5,2.5,7.5,1.5,11
0.5,1.5,4.5,3.5,11
5.5,1.5,8.5,1.5,11
1.5,4.5,7.5,5.5,12
2.5,4.5,6.5,3.5,14
6.5,3.5,7.5,4.5,15
0.5,3.5,5.5,3.5,15
7.5,4.5,5.5,5.5,16
1.5,2.5,4.5,5.5,16
0.5,4.5,3.5,4.5,17
3.5,4.5,6.5,4.5,18
6.5,4.5,7.5,4.5,19
1.5,4.5,6.5,2.5,20
1.5,3.5,2.5,5.5,22
4.5,2.5,6.5,0.5,23
2.5,5.5,4.5,3.5,23
0.5,3.5,3.5,2.5,23
1.5,3.5,5.5,1.5,24
0.5,3.5,2.5,3.0497444473726465,24
0.5,3.5,3.5,5.5,24
0.5,3.5,2.5,2.5,1
0.5,0.5,0.5,2.5,1
0.5,3.5,0.5,4.5,1
0.5,4.5,2.5,3.5,1
0.5,2.5,1.5,4.5,1
2.5,2.5,8.5,0.5,2
0.5,2.5,8.5,3.5,2
1.5,4.5,7.5,3.5,2
0.5,1.5,5.5,0.5,3
0.5,2.5,3.5,0.5,3
1.5,0.5,1.5,1.5,3
2.5,3.5,7.5,3.5,3
0.5,5.5,4.5,5.5,3
2.5,2.5,5.5,1.5,3
2.5,4.5,4.5,2.5,3
0.5,0.5,8.5,2.5,4
0.5,0.5,7.5,4.5,4
0.5,1.5,3.5,0.5,4
2.5,1.5,5.5,0.5,4
1.5,1.5,5.5,3.5,4
0.5,4.5,2.5,4.5,4
1.5,4.5,6.5,5.5,4
4.5,2.5,7.5,2.5,4
0.5,3.5,2.5,2.5,5
3.5,2.5,6.5,0.5,5
3.5,0.5,6.5,0.5,5
0.5,0.5,2.5,0.5,5
0.5,2.5,2.5,2.5,6
